alpha,oos_ic,in_sample_ic,effective_dof
0.01,-0.005723860546368494,0.031228711272158875,13.999997725749768
0.1,-0.005723760402178356,0.031228813270285535,13.999977257655077
1.0,-0.0057233833332452815,0.031229816183896947,13.99977259228803
10.0,-0.005724598816877993,0.031230580400002435,13.99772749496052
100.0,-0.005724793346813057,0.03123104117654728,13.977430528478264
1000.0,-0.005612582106888845,0.03124386009805056,13.788400159075909
10000.0,-0.00494520233376084,0.031043897056446022,12.5999912867838
100000.0,-0.0021036748990233413,0.030637964262761743,9.076416746970281
