rho,atm_skew,atm_iv
-0.99,-0.9265368077728187,0.1756746525010132
-0.9,-0.8167186818866932,0.17734150980363966
-0.7,-0.6054569843431816,0.18014682054429904
-0.4,-0.3337291351857111,0.18298542463984727
0.0,-0.0004183695750806235,0.1847407908935965
