H,atm_skew,atm_iv
0.05,-0.6400045184432744,0.18120131829783045
0.1,-0.8167186818866932,0.17734150980363966
0.2,-0.8271748230612095,0.18032028438668016
0.3,-0.6869843694415674,0.18652698049601046
0.45,-0.47159553057697645,0.19337672543431986
