eta,atm_skew,atm_iv
0.5,-0.25794505672978346,0.19805233272582234
1.0,-0.49938301125189377,0.19278515781150263
1.5,-0.7028045489367312,0.18498317323030591
1.9,-0.8167186818866932,0.17734150980363966
2.5,-0.8683834472339924,0.1641119050198349
