lookback,0.1,0.2,0.3,0.4
1,-0.1292219945839975,-0.07900146686006569,-0.14298014462908792,-0.17816610408575856
3,-0.3253997922348301,-0.31325579075321613,-0.5746631200180009,-0.6881653103991653
5,-0.8654039577719331,-0.9314710054979954,-0.9679529510314789,-0.9614864288656703
10,-0.43263904661008024,-0.49671566323137895,-0.5443485074873069,-0.5284688974707753
21,-0.1959796853225811,-0.07158532917551264,-0.12978258899775438,-0.18356940909877142
